Word/Phrase,Type,Category ,Sub-Category ,Pronunciation,Definition,Bangla meaning,Example Sentence,ai prompt,Collocations,Synonym,Antonym
independence,(n.),Work business & society,Government & politics,ˌɪndɪˈpɛndəns/ ইনডিপেন্ডেন্স/ in-di-pen-duhns,The fact or state of being independent,স্বাধীনতা,The country gained independence in 1947.,"A soaring eagle flying completely free across a bright, clear blue sky","[
{
""phrase"": ""declare independence"",
""example_sentence"": ""The discussion focused on the declare independence.""
},
{
""phrase"": ""gain independence"",
""example_sentence"": ""The discussion focused on the gain independence.""
}
]","freedom, autonomy, self-rule, liberty","dependence, reliance"
international,(adj.),Work business & society,Government & politics,ˌɪntəˈnæʃnəl/ ইন্টারন্যাশনাল/ in-ter-nash-uh-nl,"Existing, occurring, or carried on between two or more nations.",আন্তর্জাতিক,He works for an international company.,A digital globe showing glowing network lines connecting different continents around the world.,"[
{
""phrase"": ""international trade"",
""example_sentence"": ""The discussion focused on the international trade.""
},
{
""phrase"": ""international airport"",
""example_sentence"": ""We arrived at the international airport two hours early.""
}
]","global, worldwide, multinational, foreign","national, domestic"
politician,(n.),Work business & society,Government & politics,ˌpɒləˈtɪʃn/ পলিটিশিয়ান/ pol-i-tish-uhn,"A person who is professionally involved in politics, especially as a holder of an elected office.",রাজনীতিবিদ,The politician gave a long speech.,A confident person standing behind a podium equipped with multiple microphones.,"[
{
""phrase"": ""local politician"",
""example_sentence"": ""The local politician gave a long speech.""
},
{
""phrase"": ""corrupt politician"",
""example_sentence"": ""The corrupt politician gave a long speech.""
}
]","statesman, official, representative, legislator",
represent,(v.),Work business & society,Government & politics,ˌreprɪˈzent/ রিপ্রেজেন্ট/ rep-rih-zent,"Be entitled or appointed to act or speak for (someone), especially in an official capacity.",প্রতিনিধিত্ব করা,She will represent her country in the Olympics.,An athlete proudly holding up their country's flag.,"[
{
""phrase"": ""officially represent"",
""example_sentence"": ""The discussion focused on the officially represent.""
},
{
""phrase"": ""adequately represent"",
""example_sentence"": ""The discussion focused on the adequately represent.""
}
]","stand for, act for, symbolise, depict",exclude
declare,(v.),Work business & society,Government & politics,dɪˈklɛə/ ডিক্লেয়ার/ di-klair,Say something in a solemn and emphatic manner,ঘোষণা করা,He declared his love for her.,A person reading loudly from a royal scroll,"[
{
""phrase"": ""declare war"",
""example_sentence"": ""People often declare war when the situation requires it.""
},
{
""phrase"": ""officially declare"",
""example_sentence"": ""The discussion focused on the officially declare.""
}
]","announce, state, proclaim, assert","deny, conceal"
affair,(n.),Work business & society,Government & politics,əˈfɛər/ এফেয়ার/ uh-fair,An event or sequence of events of a specified kind or that has previously been referred to,বিষয় / ব্যাপার,The party was a very grand affair.,"A top-secret folder stamped with ""CONFIDENTIAL"" on a wooden desk, noir lighting","[
{
""phrase"": ""foreign affairs"",
""example_sentence"": ""The discussion focused on the foreign affairs.""
},
{
""phrase"": ""current affairs"",
""example_sentence"": ""The discussion focused on the current affairs.""
},
{
""phrase"": ""private affair"",
""example_sentence"": ""The discussion focused on the private affair.""
}
]","matter, event, issue, situation",
oppose,(v.),Work business & society,Government & politics,əˈpoʊz/ অপোজ/ uh-pohz,"Disapprove of and attempt to prevent, especially by argument.",বিরোধিতা করা,Many people oppose the new law.,A group of protestors holding up big red 'STOP' signs.,"[
{
""phrase"": ""strongly oppose"",
""example_sentence"": ""People often strongly oppose when the situation requires it.""
},
{
""phrase"": ""oppose the idea"",
""example_sentence"": ""People often oppose the idea when the situation requires it.""
}
]","resist, challenge, go against, contradict","support, agree"
opposed to,(phrase),Work business & society,Government & politics,əˈpoʊzd tuː/ অপোজড টু/ uh-pohzd too,In conflict or disagreement with.,এর বিপরীতে,I am opposed to violence.,Two hands pushing forcefully against each other from opposite sides.,"[
{
""phrase"": ""as opposed to"",
""example_sentence"": ""The phrase as opposed to appeared in the report.""
},
{
""phrase"": ""completely opposed to"",
""example_sentence"": ""The result seemed completely opposed to after the final review.""
}
]","against, resistant to, contrary to","in favour of, for"
election,(n.),Work business & society,Government & politics,ɪˈlɛkʃn/ ইলেকশন/ ih-lek-shuhn,A formal and organized choice by vote of a person for a political office,নির্বাচন,He won the election.,A ballot box surrounded by voting signs,"[
{
""phrase"": ""general election"",
""example_sentence"": ""He won the general election.""
},
{
""phrase"": ""win an election"",
""example_sentence"": ""People often win an election when the situation requires it.""
}
]","vote, poll, ballot, referendum",
impose,(v.),Work business & society,Government & politics,ɪmˈpoʊz/ ইমপোজ/ im-pohz,Force (something unwelcome or unfamiliar) to be accepted or put in place,চাপিয়ে দেওয়া,The government imposed a new tax.,A heavy stone slab falling solidly down onto a stack of money,"[
{
""phrase"": ""impose a fine"",
""example_sentence"": ""People often impose a fine when the situation requires it.""
},
{
""phrase"": ""strongly impose"",
""example_sentence"": ""People often strongly impose when the situation requires it.""
}
]","enforce, force, place, inflict","withdraw, lift"
campaign,(n.),Work business & society,Government & politics,kæmˈpeɪn/ ক্যাম্পেইন/ kam-peyn,An organized course of action to achieve a particular goal,প্রচারণা,They started an advertising campaign.,A massive bright red banner blowing widely over a crowd of cheering people,"[
{
""phrase"": ""election campaign"",
""example_sentence"": ""They started an advertising election campaign.""
},
{
""phrase"": ""advertising campaign"",
""example_sentence"": ""They started an advertising campaign.""
},
{
""phrase"": ""launch a campaign"",
""example_sentence"": ""They started an advertising launch a campaign.""
}
]","drive, movement, operation, effort",
conservative,(adj.),Work business & society,Government & politics,kənˈsɜːvətɪv/ কনজারভেটিভ/ kuhn-sur-vuh-tiv,Conservative,রক্ষণশীল,A conservative choice.,An old-fashioned suit,"[
{
""phrase"": ""conservative views"",
""example_sentence"": ""The discussion focused on the conservative views.""
}
]","traditional, cautious, conventional, right-wing","liberal, progressive"
congratulations,(n.),Work business & society,Government & politics,kənˌɡrætʃʊˈleɪʃnz/ কনগ্রাচুলেশন্স/ kuhn-grach-uh-ley-shuhnz,Expressions of praise,অভিনন্দন,Congratulations on your win!,Balloons and confetti,"[
{
""phrase"": ""say congratulations"",
""example_sentence"": ""People often say congratulations when the situation requires it.""
}
]","praise, compliments, well done, good wishes",
king,(n.),Work business & society,Government & politics,kɪŋ/ কিং/ king,The male ruler of an independent state.,রাজা,The king wore a heavy gold crown.,A majestic golden crown encrusted with red and blue jewels resting on a red velvet pillow.,"[
{
""phrase"": ""the king of"",
""example_sentence"": ""The discussion focused on the the king of.""
},
{
""phrase"": ""future king"",
""example_sentence"": ""The future king wore a heavy gold crown.""
}
]","monarch, ruler, sovereign","queen, subject"
crown,(n.),Work business & society,Government & politics,kraʊn/ ক্রাউন/ krown,A circular ornamental headdress worn by a monarch as a symbol of authority,মুকুট,The king wore a heavy gold crown.,"A magnificently highly detailed, brilliantly glowing gold crown heavily encrusted with huge jewels","[
{
""phrase"": ""wear a crown"",
""example_sentence"": ""Employees are required to wear a crown in the laboratory.""
},
{
""phrase"": ""heavy crown"",
""example_sentence"": ""The discussion focused on the heavy crown.""
},
{
""phrase"": ""golden crown"",
""example_sentence"": ""The discussion focused on the golden crown.""
}
]","diadem, symbol of royalty, top",
queen,(n.),Work business & society,Government & politics,kwiːn/ কুইন/ kween,"The female ruler of an independent state, especially one who inherits the position by right of birth.",রানী,The queen wore a beautiful crown.,"An elegant, glittering golden crown encrusted with diamonds and rubies.","[
{
""phrase"": ""the queen"",
""example_sentence"": ""The queen wore a beautiful crown.""
},
{
""phrase"": ""beauty queen"",
""example_sentence"": ""The beauty queen wore a beautiful crown.""
}
]","monarch, ruler, sovereign, consort","king, subject"
